,date,home-team,vis-team,win-team,lose-team,season,null
29,9/20/87,LAR,MIN,MIN,LAR,1987,0
30,9/20/87,SEA,KCC,SEA,KCC,1987,0
41,9/20/87,ATL,WSH,ATL,WSH,1987,0
32,9/20/87,NYG,DAL,DAL,NYG,1987,0
33,9/20/87,LAC,ARZ,LAC,ARZ,1987,0
31,9/20/87,LVR,DET,LVR,DET,1987,0
35,9/20/87,GBP,DEN,GBP,DEN,1987,0
36,9/20/87,IND,MIA,MIA,IND,1987,0
37,9/20/87,CLE,PIT,CLE,PIT,1987,0
38,9/20/87,CIN,SFF,SFF,CIN,1987,0
39,9/20/87,CHI,TBB,CHI,TBB,1987,0
34,9/20/87,PHL,NOS,PHL,NOS,1987,0
28,9/21/87,NYJ,NEP,NYJ,NEP,1987,0
27,10/4/87,ATL,PIT,PIT,ATL,1987,0
23,10/4/87,NEP,CLE,CLE,NEP,1987,0
26,10/4/87,BUF,IND,IND,BUF,1987,0
25,10/4/87,PHL,CHI,CHI,PHL,1987,0
24,10/4/87,CIN,LAC,LAC,CIN,1987,0
22,10/4/87,WSH,ARZ,WSH,ARZ,1987,0
15,10/4/87,SEA,MIA,SEA,MIA,1987,0
20,10/4/87,NOS,LAR,NOS,LAR,1987,0
16,10/4/87,LVR,KCC,LVR,KCC,1987,0
17,10/4/87,MIN,GBP,GBP,MIN,1987,0
21,10/4/87,DET,TBB,TBB,DET,1987,0
19,10/4/87,NYJ,DAL,DAL,NYJ,1987,0
18,10/4/87,DEN,TEN,TEN,DEN,1987,0
14,10/5/87,NYG,SFF,SFF,NYG,1987,0
1,10/11/87,LAR,PIT,LAR,PIT,1987,0
2,10/11/87,NYG,WSH,WSH,NYG,1987,0
3,10/11/87,SEA,CIN,CIN,SEA,1987,0
5,10/11/87,TBB,LAC,LAC,TBB,1987,0
6,10/11/87,MIA,KCC,MIA,KCC,1987,0
4,10/11/87,ATL,SFF,SFF,ATL,1987,0
8,10/11/87,DAL,PHL,DAL,PHL,1987,0
9,10/11/87,ARZ,NOS,ARZ,NOS,1987,0
10,10/11/87,IND,NYJ,IND,NYJ,1987,0
11,10/11/87,CLE,TEN,TEN,CLE,1987,0
12,10/11/87,CHI,MIN,CHI,MIN,1987,0
13,10/11/87,NEP,BUF,NEP,BUF,1987,0
7,10/11/87,GBP,DET,DET,GBP,1987,0
0,10/12/87,DEN,LVR,DEN,LVR,1987,0
47,10/18/87,TEN,NEP,NEP,TEN,1987,0
43,10/18/87,LVR,LAC,LAC,LVR,1987,0
44,10/18/87,KCC,DEN,DEN,KCC,1987,0
45,10/18/87,SFF,ARZ,SFF,ARZ,1987,0
46,10/18/87,BUF,NYG,BUF,NYG,1987,0
48,10/18/87,TBB,MIN,TBB,MIN,1987,0
51,10/18/87,DET,SEA,SEA,DET,1987,0
50,10/18/87,GBP,PHL,GBP,PHL,1987,0
49,10/18/87,NYJ,MIA,NYJ,MIA,1987,0
55,10/18/87,ATL,LAR,ATL,LAR,1987,0
53,10/18/87,CIN,CLE,CLE,CIN,1987,0
52,10/18/87,PIT,IND,PIT,IND,1987,0
54,10/18/87,CHI,NOS,NOS,CHI,1987,0
42,10/19/87,DAL,WSH,WSH,DAL,1987,0
31,10/25/87,LAC,KCC,LAC,KCC,1987,0
41,10/25/87,TEN,ATL,TEN,ATL,1987,0
40,10/25/87,MIA,BUF,BUF,MIA,1987,0
38,10/25/87,PIT,CIN,PIT,CIN,1987,0
37,10/25/87,IND,NEP,IND,NEP,1987,0
36,10/25/87,PHL,DAL,PHL,DAL,1987,0
35,10/25/87,DET,GBP,GBP,DET,1987,0
34,10/25/87,NOS,SFF,SFF,NOS,1987,0
33,10/25/87,WSH,NYJ,WSH,NYJ,1987,0
32,10/25/87,NYG,ARZ,NYG,ARZ,1987,0
39,10/25/87,TBB,CHI,CHI,TBB,1987,0
30,10/25/87,LVR,SEA,SEA,LVR,1987,0
28,10/26/87,MIN,DEN,MIN,DEN,1987,0
29,10/26/87,CLE,LAR,CLE,LAR,1987,0
26,11/1/87,BUF,WSH,WSH,BUF,1987,0
25,11/1/87,CHI,KCC,CHI,KCC,1987,0
15,11/1/87,LAR,SFF,SFF,LAR,1987,0
16,11/1/87,SEA,MIN,SEA,MIN,1987,0
17,11/1/87,DEN,DET,DEN,DET,1987,0
19,11/1/87,NEP,LVR,NEP,LVR,1987,0
18,11/1/87,LAC,CLE,LAC,CLE,1987,0
21,11/1/87,GBP,TBB,TBB,GBP,1987,0
22,11/1/87,ARZ,PHL,PHL,ARZ,1987,0
23,11/1/87,NYJ,IND,IND,NYJ,1987,0
24,11/1/87,CIN,TEN,TEN,CIN,1987,0
27,11/1/87,ATL,NOS,NOS,ATL,1987,0
20,11/1/87,MIA,PIT,MIA,PIT,1987,0
14,11/2/87,DAL,NYG,DAL,NYG,1987,0
5,11/8/87,PHL,WSH,PHL,WSH,1987,0
2,11/8/87,SFF,TEN,SFF,TEN,1987,0
3,11/8/87,LAR,NOS,NOS,LAR,1987,0
4,11/8/87,CIN,MIA,MIA,CIN,1987,0
6,11/8/87,MIN,LVR,MIN,LVR,1987,0
1,11/8/87,NYG,NEP,NYG,NEP,1987,0
8,11/8/87,DET,DAL,DET,DAL,1987,0
9,11/8/87,ARZ,TBB,ARZ,TBB,1987,0
10,11/8/87,IND,LAC,LAC,IND,1987,0
11,11/8/87,GBP,CHI,CHI,GBP,1987,0
12,11/8/87,BUF,DEN,BUF,DEN,1987,0
13,11/8/87,CLE,ATL,CLE,ATL,1987,0
7,11/8/87,KCC,PIT,PIT,KCC,1987,0
0,11/9/87,NYJ,SEA,NYJ,SEA,1987,0
57,11/15/87,LAC,LVR,LAC,LVR,1987,0
58,11/15/87,PHL,NYG,NYG,PHL,1987,0
59,11/15/87,SFF,NOS,NOS,SFF,1987,0
60,11/15/87,SEA,GBP,SEA,GBP,1987,0
62,11/15/87,PIT,TEN,TEN,PIT,1987,0
63,11/15/87,MIN,TBB,MIN,TBB,1987,0
61,11/15/87,ATL,CIN,CIN,ATL,1987,0
65,11/15/87,WSH,DET,WSH,DET,1987,0
66,11/15/87,NEP,DAL,DAL,NEP,1987,0
67,11/15/87,ARZ,LAR,LAR,ARZ,1987,0
68,11/15/87,MIA,IND,IND,MIA,1987,0
69,11/15/87,CLE,BUF,CLE,BUF,1987,0
64,11/15/87,KCC,NYJ,NYJ,KCC,1987,0
56,11/16/87,DEN,CHI,DEN,CHI,1987,0
45,11/22/87,NOS,NYG,NOS,NYG,1987,0
46,11/22/87,LVR,DEN,DEN,LVR,1987,0
47,11/22/87,TBB,SFF,SFF,TBB,1987,0
49,11/22/87,PHL,ARZ,ARZ,PHL,1987,0
50,11/22/87,NEP,IND,NEP,IND,1987,0
53,11/22/87,CHI,DET,CHI,DET,1987,0
52,11/22/87,CIN,PIT,PIT,CIN,1987,0
54,11/22/87,NYJ,BUF,BUF,NYJ,1987,0
55,11/22/87,MIN,ATL,MIN,ATL,1987,0
44,11/22/87,SEA,LAC,SEA,LAC,1987,0
51,11/22/87,TEN,CLE,CLE,TEN,1987,0
43,11/22/87,DAL,MIA,MIA,DAL,1987,0
48,11/22/87,KCC,GBP,GBP,KCC,1987,0
42,11/23/87,WSH,LAR,LAR,WSH,1987,0
41,11/26/87,DET,KCC,KCC,DET,1987,0
40,11/26/87,DAL,MIN,MIN,DAL,1987,0
37,11/29/87,CHI,GBP,CHI,GBP,1987,0
39,11/29/87,ATL,ARZ,ARZ,ATL,1987,0
38,11/29/87,BUF,MIA,BUF,MIA,1987,0
36,11/29/87,NYJ,CIN,NYJ,CIN,1987,0
35,11/29/87,IND,TEN,IND,TEN,1987,0
33,11/29/87,NEP,PHL,PHL,NEP,1987,0
32,11/29/87,LAC,DEN,DEN,LAC,1987,0
31,11/29/87,WSH,NYG,WSH,NYG,1987,0
30,11/29/87,LAR,TBB,LAR,TBB,1987,0
29,11/29/87,SFF,CLE,SFF,CLE,1987,0
34,11/29/87,PIT,NOS,NOS,PIT,1987,0
28,11/30/87,SEA,LVR,LVR,SEA,1987,0
18,12/6/87,LVR,BUF,LVR,BUF,1987,0
17,12/6/87,DEN,NEP,DEN,NEP,1987,0
27,12/6/87,DAL,ATL,ATL,DAL,1987,0
15,12/6/87,MIN,CHI,CHI,MIN,1987,0
19,12/6/87,PIT,SEA,PIT,SEA,1987,0
16,12/6/87,NOS,TBB,NOS,TBB,1987,0
20,12/6/87,TEN,LAC,TEN,LAC,1987,0
24,12/6/87,ARZ,WSH,WSH,ARZ,1987,0
21,12/6/87,NYG,PHL,NYG,PHL,1987,0
22,12/6/87,GBP,SFF,SFF,GBP,1987,0
23,12/6/87,DET,LAR,LAR,DET,1987,0
25,12/6/87,CLE,IND,IND,CLE,1987,0
26,12/6/87,CIN,KCC,CIN,KCC,1987,0
14,12/7/87,MIA,NYJ,MIA,NYJ,1987,0
5,12/13/87,ARZ,NYG,ARZ,NYG,1987,0
1,12/13/87,SEA,DEN,SEA,DEN,1987,0
2,12/13/87,LAC,PIT,PIT,LAC,1987,0
3,12/13/87,KCC,LVR,KCC,LVR,1987,0
4,12/13/87,TBB,DET,DET,TBB,1987,0
6,12/13/87,LAR,ATL,LAR,ATL,1987,0
13,12/13/87,IND,BUF,BUF,IND,1987,0
8,12/13/87,NOS,TEN,NOS,TEN,1987,0
9,12/13/87,PHL,MIA,MIA,PHL,1987,0
10,12/13/87,GBP,MIN,GBP,MIN,1987,0
11,12/13/87,WSH,DAL,WSH,DAL,1987,0
12,12/13/87,CLE,CIN,CLE,CIN,1987,0
7,12/13/87,NEP,NYJ,NEP,NYJ,1987,0
0,12/14/87,SFF,CHI,SFF,CHI,1987,0
33,12/19/87,NYG,GBP,NYG,GBP,1987,0
32,12/19/87,DEN,KCC,DEN,KCC,1987,0
21,12/20/87,MIA,WSH,MIA,WSH,1987,0
22,12/20/87,TBB,ARZ,ARZ,TBB,1987,0
23,12/20/87,LAC,IND,IND,LAC,1987,0
24,12/20/87,LVR,CLE,CLE,LVR,1987,0
25,12/20/87,SFF,ATL,SFF,ATL,1987,0
29,12/20/87,CIN,NOS,NOS,CIN,1987,0
27,12/20/87,NYJ,PHL,PHL,NYJ,1987,0
28,12/20/87,DET,MIN,MIN,DET,1987,0
30,12/20/87,CHI,SEA,SEA,CHI,1987,0
31,12/20/87,BUF,NEP,NEP,BUF,1987,0
26,12/20/87,TEN,PIT,TEN,PIT,1987,0
20,12/21/87,LAR,DAL,DAL,LAR,1987,0
18,12/26/87,MIN,WSH,WSH,MIN,1987,0
19,12/26/87,PIT,CLE,CLE,PIT,1987,0
17,12/27/87,ATL,DET,DET,ATL,1987,0
16,12/27/87,PHL,BUF,PHL,BUF,1987,0
15,12/27/87,TEN,CIN,TEN,CIN,1987,0
8,12/27/87,DEN,LAC,DEN,LAC,1987,0
9,12/27/87,LVR,CHI,CHI,LVR,1987,0
10,12/27/87,NYG,NYJ,NYG,NYJ,1987,0
7,12/27/87,SFF,LAR,SFF,LAR,1987,0
12,12/27/87,NOS,GBP,NOS,GBP,1987,0
13,12/27/87,DAL,ARZ,DAL,ARZ,1987,0
14,12/27/87,IND,TBB,IND,TBB,1987,0
11,12/27/87,KCC,SEA,KCC,SEA,1987,0
6,12/28/87,MIA,NEP,NEP,MIA,1987,0
5,1/3/88,NOS,MIN,MIN,NOS,1987,0
4,1/3/88,TEN,SEA,TEN,SEA,1987,0
3,1/9/88,CLE,IND,CLE,IND,1987,0
2,1/9/88,SFF,MIN,MIN,SFF,1987,0
1,1/10/88,CHI,WSH,WSH,CHI,1987,0
0,1/10/88,DEN,TEN,DEN,TEN,1987,0
2,1/17/88,WSH,MIN,WSH,MIN,1987,0
1,1/17/88,DEN,CLE,DEN,CLE,1987,0
0,1/31/88,DEN,WSH,WSH,DEN,1987,0
27,9/4/88,DET,ATL,DET,ATL,1988,0
26,9/4/88,BUF,MIN,BUF,MIN,1988,0
25,9/4/88,CHI,MIA,CHI,MIA,1988,0
24,9/4/88,CIN,ARZ,CIN,ARZ,1988,0
23,9/4/88,PIT,DAL,PIT,DAL,1988,0
22,9/4/88,GBP,LAR,LAR,GBP,1988,0
21,9/4/88,NOS,SFF,SFF,NOS,1988,0
20,9/4/88,TBB,PHL,PHL,TBB,1988,0
19,9/4/88,KCC,CLE,CLE,KCC,1988,0
18,9/4/88,IND,TEN,TEN,IND,1988,0
17,9/4/88,DEN,SEA,SEA,DEN,1988,0
16,9/4/88,NEP,NYJ,NEP,NYJ,1988,0
15,9/4/88,LVR,LAC,LVR,LAC,1988,0
14,9/5/88,NYG,WSH,NYG,WSH,1988,0
10,9/11/88,GBP,TBB,TBB,GBP,1988,0
12,9/11/88,BUF,MIA,BUF,MIA,1988,0
11,9/11/88,IND,CHI,CHI,IND,1988,0
13,9/11/88,ATL,NOS,NOS,ATL,1988,0
9,9/11/88,NYG,SFF,SFF,NYG,1988,0
8,9/11/88,WSH,PIT,WSH,PIT,1988,0
7,9/11/88,PHL,CIN,CIN,PHL,1988,0
6,9/11/88,CLE,NYJ,NYJ,CLE,1988,0
5,9/11/88,DEN,LAC,DEN,LAC,1988,0
4,9/11/88,LAR,DET,LAR,DET,1988,0
3,9/11/88,SEA,KCC,SEA,KCC,1988,0
2,9/11/88,MIN,NEP,MIN,NEP,1988,0
1,9/11/88,TEN,LVR,TEN,LVR,1988,0
0,9/12/88,ARZ,DAL,DAL,ARZ,1988,0
55,9/18/88,NEP,BUF,BUF,NEP,1988,0
54,9/18/88,CHI,MIN,MIN,CHI,1988,0
53,9/18/88,PIT,CIN,CIN,PIT,1988,0
52,9/18/88,TBB,ARZ,ARZ,TBB,1988,0
50,9/18/88,DET,NOS,NOS,DET,1988,0
49,9/18/88,MIA,GBP,MIA,GBP,1988,0
48,9/18/88,NYJ,TEN,NYJ,TEN,1988,0
47,9/18/88,WSH,PHL,WSH,PHL,1988,0
46,9/18/88,SFF,ATL,ATL,SFF,1988,0
45,9/18/88,DAL,NYG,NYG,DAL,1988,0
44,9/18/88,LVR,LAR,LAR,LVR,1988,0
43,9/18/88,LAC,SEA,LAC,SEA,1988,0
51,9/18/88,KCC,DEN,KCC,DEN,1988,0
42,9/19/88,CLE,IND,CLE,IND,1988,0
30,9/25/88,NYG,LAR,LAR,NYG,1988,0
41,9/25/88,DAL,ATL,DAL,ATL,1988,0
40,9/25/88,BUF,PIT,BUF,PIT,1988,0
39,9/25/88,GBP,CHI,CHI,GBP,1988,0
38,9/25/88,CIN,CLE,CIN,CLE,1988,0
37,9/25/88,IND,MIA,IND,MIA,1988,0
36,9/25/88,DET,NYJ,NYJ,DET,1988,0
35,9/25/88,MIN,PHL,MIN,PHL,1988,0
34,9/25/88,NOS,TBB,NOS,TBB,1988,0
33,9/25/88,TEN,NEP,TEN,NEP,1988,0
32,9/25/88,ARZ,WSH,ARZ,WSH,1988,0
31,9/25/88,KCC,LAC,LAC,KCC,1988,0
29,9/25/88,SEA,SFF,SFF,SEA,1988,0
28,9/26/88,DEN,LVR,LVR,DEN,1988,0
26,10/2/88,CHI,BUF,CHI,BUF,1988,0
25,10/2/88,PIT,CLE,CLE,PIT,1988,0
24,10/2/88,NEP,IND,NEP,IND,1988,0
23,10/2/88,TBB,GBP,TBB,GBP,1988,0
22,10/2/88,WSH,NYG,NYG,WSH,1988,0
21,10/2/88,PHL,TEN,PHL,TEN,1988,0
20,10/2/88,LVR,CIN,CIN,LVR,1988,0
19,10/2/88,LAR,ARZ,ARZ,LAR,1988,0
18,10/2/88,LAC,DEN,DEN,LAC,1988,0
17,10/2/88,SFF,DET,SFF,DET,1988,0
16,10/2/88,NYJ,KCC,NYJ,KCC,1988,0
15,10/2/88,MIA,MIN,MIA,MIN,1988,0
27,10/2/88,ATL,SEA,SEA,ATL,1988,0
14,10/3/88,NOS,DAL,NOS,DAL,1988,0
3,10/9/88,SFF,DEN,DEN,SFF,1988,0
2,10/9/88,LVR,MIA,MIA,LVR,1988,0
13,10/9/88,ATL,LAR,LAR,ATL,1988,0
12,10/9/88,BUF,IND,BUF,IND,1988,0
4,10/9/88,ARZ,PIT,ARZ,PIT,1988,0
1,10/9/88,LAC,NOS,NOS,LAC,1988,0
5,10/9/88,MIN,TBB,MIN,TBB,1988,0
7,10/9/88,GBP,NEP,GBP,NEP,1988,0
11,10/9/88,DET,CHI,CHI,DET,1988,0
8,10/9/88,DAL,WSH,WSH,DAL,1988,0
9,10/9/88,CLE,SEA,SEA,CLE,1988,0
10,10/9/88,CIN,NYJ,CIN,NYJ,1988,0
6,10/9/88,TEN,KCC,TEN,KCC,1988,0
0,10/10/88,PHL,NYG,PHL,NYG,1988,0
59,10/16/88,MIA,LAC,MIA,LAC,1988,0
57,10/16/88,LAR,SFF,SFF,LAR,1988,0
58,10/16/88,SEA,NOS,NOS,SEA,1988,0
60,10/16/88,DEN,ATL,DEN,ATL,1988,0
61,10/16/88,PIT,TEN,TEN,PIT,1988,0
62,10/16/88,KCC,LVR,LVR,KCC,1988,0
64,10/16/88,NYG,DET,NYG,DET,1988,0
65,10/16/88,WSH,ARZ,WSH,ARZ,1988,0
66,10/16/88,IND,TBB,IND,TBB,1988,0
67,10/16/88,CLE,PHL,CLE,PHL,1988,0
68,10/16/88,NEP,CIN,NEP,CIN,1988,0
69,10/16/88,CHI,DAL,CHI,DAL,1988,0
63,10/16/88,MIN,GBP,GBP,MIN,1988,0
56,10/17/88,NYJ,BUF,BUF,NYJ,1988,0
48,10/23/88,NOS,LVR,NOS,LVR,1988,0
45,10/23/88,GBP,WSH,WSH,GBP,1988,0
46,10/23/88,LAC,IND,IND,LAC,1988,0
47,10/23/88,ARZ,CLE,CLE,ARZ,1988,0
49,10/23/88,TBB,MIN,MIN,TBB,1988,0
44,10/23/88,MIA,NYJ,NYJ,MIA,1988,0
51,10/23/88,PIT,DEN,PIT,DEN,1988,0
52,10/23/88,PHL,DAL,PHL,DAL,1988,0
53,10/23/88,CIN,TEN,CIN,TEN,1988,0
54,10/23/88,BUF,NEP,BUF,NEP,1988,0
50,10/23/88,KCC,DET,DET,KCC,1988,0
43,10/23/88,LAR,SEA,LAR,SEA,1988,0
55,10/23/88,ATL,NYG,NYG,ATL,1988,0
42,10/24/88,CHI,SFF,CHI,SFF,1988,0
37,10/30/88,DAL,ARZ,ARZ,DAL,1988,0
41,10/30/88,PHL,ATL,ATL,PHL,1988,0
40,10/30/88,BUF,GBP,BUF,GBP,1988,0
39,10/30/88,NEP,CHI,NEP,CHI,1988,0
38,10/30/88,CLE,CIN,CLE,CIN,1988,0
36,10/30/88,TBB,MIA,MIA,TBB,1988,0
35,10/30/88,NOS,LAR,LAR,NOS,1988,0
33,10/30/88,DET,NYG,NYG,DET,1988,0
32,10/30/88,LVR,KCC,LVR,KCC,1988,0
31,10/30/88,SFF,MIN,SFF,MIN,1988,0
30,10/30/88,SEA,LAC,SEA,LAC,1988,0
29,10/30/88,TEN,WSH,TEN,WSH,1988,0
34,10/30/88,NYJ,PIT,NYJ,PIT,1988,0
28,10/31/88,IND,DEN,IND,DEN,1988,0
17,11/6/88,DEN,KCC,DEN,KCC,1988,0
16,11/6/88,WSH,NOS,WSH,NOS,1988,0
27,11/6/88,ATL,GBP,ATL,GBP,1988,0
26,11/6/88,CHI,TBB,CHI,TBB,1988,0
18,11/6/88,ARZ,SFF,ARZ,SFF,1988,0
15,11/6/88,LAC,LVR,LVR,LAC,1988,0
19,11/6/88,IND,NYJ,IND,NYJ,1988,0
25,11/6/88,CIN,PIT,CIN,PIT,1988,0
21,11/6/88,PHL,LAR,PHL,LAR,1988,0
22,11/6/88,NEP,MIA,NEP,MIA,1988,0
23,11/6/88,MIN,DET,MIN,DET,1988,0
24,11/6/88,NYG,DAL,NYG,DAL,1988,0
20,11/6/88,SEA,BUF,BUF,SEA,1988,0
14,11/7/88,TEN,CLE,TEN,CLE,1988,0
4,11/13/88,LAR,NOS,NOS,LAR,1988,0
1,11/13/88,DAL,MIN,MIN,DAL,1988,0
2,11/13/88,SFF,LVR,LVR,SFF,1988,0
3,11/13/88,SEA,TEN,SEA,TEN,1988,0
5,11/13/88,ARZ,NYG,ARZ,NYG,1988,0
6,11/13/88,DEN,CLE,DEN,CLE,1988,0
13,11/13/88,ATL,LAC,LAC,ATL,1988,0
8,11/13/88,NYJ,NEP,NEP,NYJ,1988,0
9,11/13/88,DET,TBB,TBB,DET,1988,0
10,11/13/88,GBP,IND,IND,GBP,1988,0
11,11/13/88,KCC,CIN,KCC,CIN,1988,0
12,11/13/88,WSH,CHI,CHI,WSH,1988,0
7,11/13/88,PIT,PHL,PHL,PIT,1988,0
0,11/14/88,MIA,BUF,BUF,MIA,1988,0
43,11/20/88,MIA,NEP,NEP,MIA,1988,0
44,11/20/88,LAR,LAC,LAC,LAR,1988,0
46,11/20/88,NOS,DEN,NOS,DEN,1988,0
47,11/20/88,LVR,ATL,ATL,LVR,1988,0
49,11/20/88,GBP,DET,DET,GBP,1988,0
45,11/20/88,NYG,PHL,PHL,NYG,1988,0
51,11/20/88,MIN,IND,MIN,IND,1988,0
52,11/20/88,CLE,PIT,CLE,PIT,1988,0
53,11/20/88,DAL,CIN,CIN,DAL,1988,0
54,11/20/88,TBB,CHI,CHI,TBB,1988,0
55,11/20/88,BUF,NYJ,BUF,NYJ,1988,0
50,11/20/88,TEN,ARZ,TEN,ARZ,1988,0
48,11/20/88,KCC,SEA,KCC,SEA,1988,0
42,11/21/88,SFF,WSH,SFF,WSH,1988,0
41,11/24/88,DET,MIN,MIN,DET,1988,0
40,11/24/88,DAL,TEN,TEN,DAL,1988,0
34,11/27/88,PIT,KCC,PIT,KCC,1988,0
30,11/27/88,LAC,SFF,SFF,LAC,1988,0
31,11/27/88,DEN,LAR,DEN,LAR,1988,0
32,11/27/88,IND,NEP,IND,NEP,1988,0
33,11/27/88,NYJ,MIA,NYJ,MIA,1988,0
29,11/27/88,NOS,NYG,NYG,NOS,1988,0
36,11/27/88,WSH,CLE,CLE,WSH,1988,0
37,11/27/88,CHI,GBP,CHI,GBP,1988,0
38,11/27/88,CIN,BUF,CIN,BUF,1988,0
39,11/27/88,ATL,TBB,ATL,TBB,1988,0
35,11/27/88,PHL,ARZ,PHL,ARZ,1988,0
28,11/28/88,SEA,LVR,SEA,LVR,1988,0
20,12/4/88,NEP,SEA,NEP,SEA,1988,0
26,12/4/88,TBB,BUF,TBB,BUF,1988,0
27,12/4/88,ATL,SFF,SFF,ATL,1988,0
15,12/4/88,TEN,PIT,PIT,TEN,1988,0
17,12/4/88,KCC,NYJ,KCC,NYJ,1988,0
18,12/4/88,LVR,DEN,LVR,DEN,1988,0
19,12/4/88,PHL,WSH,WSH,PHL,1988,0
16,12/4/88,MIN,NOS,MIN,NOS,1988,0
22,12/4/88,NYG,ARZ,NYG,ARZ,1988,0
23,12/4/88,MIA,IND,IND,MIA,1988,0
24,12/4/88,CLE,DAL,CLE,DAL,1988,0
25,12/4/88,CIN,LAC,CIN,LAC,1988,0
21,12/4/88,DET,GBP,DET,GBP,1988,0
14,12/5/88,LAR,CHI,LAR,CHI,1988,0
13,12/10/88,NYJ,IND,NYJ,IND,1988,0
12,12/10/88,ARZ,PHL,PHL,ARZ,1988,0
4,12/11/88,LAR,ATL,LAR,ATL,1988,0
1,12/11/88,SEA,DEN,SEA,DEN,1988,0
3,12/11/88,SFF,NOS,SFF,NOS,1988,0
5,12/11/88,NEP,TBB,NEP,TBB,1988,0
2,12/11/88,LAC,PIT,LAC,PIT,1988,0
7,12/11/88,GBP,MIN,GBP,MIN,1988,0
8,12/11/88,WSH,DAL,DAL,WSH,1988,0
9,12/11/88,TEN,CIN,TEN,CIN,1988,0
6,12/11/88,NYG,KCC,NYG,KCC,1988,0
10,12/11/88,CHI,DET,CHI,DET,1988,0
11,12/11/88,BUF,LVR,BUF,LVR,1988,0
0,12/12/88,MIA,CLE,MIA,CLE,1988,0
20,12/17/88,DEN,NEP,DEN,NEP,1988,0
21,12/17/88,CIN,WSH,CIN,WSH,1988,0
11,12/18/88,LAC,KCC,LAC,KCC,1988,0
16,12/18/88,DAL,PHL,PHL,DAL,1988,0
15,12/18/88,TBB,DET,TBB,DET,1988,0
14,12/18/88,PIT,MIA,PIT,MIA,1988,0
13,12/18/88,NYJ,NYG,NYJ,NYG,1988,0
17,12/18/88,CLE,TEN,CLE,TEN,1988,0
12,12/18/88,ARZ,GBP,GBP,ARZ,1988,0
10,12/18/88,LVR,SEA,SEA,LVR,1988,0
19,12/18/88,NOS,ATL,NOS,ATL,1988,0
18,12/18/88,IND,BUF,IND,BUF,1988,0
9,12/18/88,SFF,LAR,LAR,SFF,1988,0
8,12/19/88,MIN,CHI,MIN,CHI,1988,0
7,12/24/88,CLE,TEN,TEN,CLE,1988,0
6,12/26/88,MIN,LAR,MIN,LAR,1988,0
5,12/31/88,CHI,PHL,CHI,PHL,1988,0
4,12/31/88,CIN,SEA,CIN,SEA,1988,0
3,1/1/89,BUF,TEN,BUF,TEN,1988,0
2,1/1/89,SFF,MIN,SFF,MIN,1988,0
0,1/8/89,CHI,SFF,SFF,CHI,1988,0
1,1/8/89,CIN,BUF,CIN,BUF,1988,0
0,1/22/89,CIN,SFF,SFF,CIN,1988,0
8,9/10/89,GBP,TBB,TBB,GBP,1989,0
12,9/10/89,CHI,CIN,CHI,CIN,1989,0
11,9/10/89,IND,SFF,SFF,IND,1989,0
13,9/10/89,ATL,LAR,LAR,ATL,1989,0
9,9/10/89,NOS,DAL,NOS,DAL,1989,0
7,9/10/89,MIA,BUF,BUF,MIA,1989,0
10,9/10/89,DET,ARZ,ARZ,DET,1989,0
5,9/10/89,DEN,KCC,DEN,KCC,1989,0
4,9/10/89,MIN,TEN,MIN,TEN,1989,0
3,9/10/89,NYJ,NEP,NEP,NYJ,1989,0
2,9/10/89,PHL,SEA,PHL,SEA,1989,0
1,9/10/89,LVR,LAC,LVR,LAC,1989,0
6,9/10/89,PIT,CLE,CLE,PIT,1989,0
0,9/11/89,WSH,NYG,NYG,WSH,1989,0
46,9/17/89,SEA,ARZ,ARZ,SEA,1989,0
47,9/17/89,LAR,IND,LAR,IND,1989,0
48,9/17/89,CHI,MIN,CHI,MIN,1989,0
49,9/17/89,WSH,PHL,PHL,WSH,1989,0
50,9/17/89,NEP,MIA,MIA,NEP,1989,0
53,9/17/89,CLE,NYJ,CLE,NYJ,1989,0
52,9/17/89,GBP,NOS,GBP,NOS,1989,0
44,9/17/89,LAC,TEN,TEN,LAC,1989,0
54,9/17/89,CIN,PIT,CIN,PIT,1989,0
55,9/17/89,ATL,DAL,ATL,DAL,1989,0
51,9/17/89,KCC,LVR,KCC,LVR,1989,0
43,9/17/89,TBB,SFF,SFF,TBB,1989,0
45,9/17/89,NYG,DET,NYG,DET,1989,0
42,9/18/89,BUF,DEN,DEN,BUF,1989,0
33,9/24/89,PHL,SFF,SFF,PHL,1989,0
41,9/24/89,IND,ATL,IND,ATL,1989,0
40,9/24/89,TEN,BUF,BUF,TEN,1989,0
39,9/24/89,DET,CHI,CHI,DET,1989,0
38,9/24/89,NYG,ARZ,NYG,ARZ,1989,0
37,9/24/89,DAL,WSH,WSH,DAL,1989,0
36,9/24/89,PIT,MIN,PIT,MIN,1989,0
35,9/24/89,TBB,NOS,TBB,NOS,1989,0
34,9/24/89,NEP,SEA,SEA,NEP,1989,0
32,9/24/89,DEN,LVR,DEN,LVR,1989,0
31,9/24/89,LAR,GBP,LAR,GBP,1989,0
30,9/24/89,LAC,KCC,LAC,KCC,1989,0
29,9/24/89,MIA,NYJ,NYJ,MIA,1989,0
28,9/25/89,CIN,CLE,CIN,CLE,1989,0
27,10/1/89,GBP,ATL,GBP,ATL,1989,0
15,10/1/89,SFF,LAR,LAR,SFF,1989,0
